epoch,loss,accuracy,val_loss,val_accuracy,lr
1,5.117542266845703,0.09702000021934509,3.686340570449829,0.3249000012874603,1.0787468454509508e-05
2,4.902440071105957,0.13194000720977783,3.358837604522705,0.3968999981880188,2.0587467588484287e-05
3,4.644153594970703,0.17851999402046204,3.1297905445098877,0.4390999972820282,3.038746763195377e-05
4,4.4455413818359375,0.21834999322891235,2.978243827819824,0.4684999883174896,4.018746767542325e-05
5,4.298572540283203,0.2457199990749359,2.9093594551086426,0.4887000024318695,4.9987469537882134e-05
6,4.1920552253723145,0.26809000968933105,2.84533429145813,0.5013999938964844,4.999999873689376e-05
7,4.104012489318848,0.2877599895000458,2.7890501022338867,0.5103999972343445,4.999999873689376e-05
8,4.041937351226807,0.30204999446868896,2.77787184715271,0.5116999745368958,4.999999873689376e-05
9,3.987581253051758,0.3160899877548218,2.72371244430542,0.5249000191688538,4.999999873689376e-05
10,3.945884943008423,0.3247700035572052,2.7127156257629395,0.5256999731063843,4.999999873689376e-05
11,3.9073069095611572,0.3351399898529053,2.6936094760894775,0.5291000008583069,4.999999873689376e-05
12,3.875775098800659,0.3418700098991394,2.6719655990600586,0.5372999906539917,4.999999873689376e-05
13,3.848979949951172,0.35012999176979065,2.6648030281066895,0.5370000004768372,4.999999873689376e-05
14,3.8204874992370605,0.3571000099182129,2.6349594593048096,0.5401999950408936,4.999999873689376e-05
15,3.7919325828552246,0.36480000615119934,2.6172375679016113,0.5476999878883362,4.999999873689376e-05
16,3.76997447013855,0.3698199987411499,2.6034188270568848,0.5533000230789185,4.999999873689376e-05
17,3.7516674995422363,0.3763499855995178,2.591768741607666,0.5512999892234802,4.999999873689376e-05
18,3.7266287803649902,0.3809199929237366,2.579453229904175,0.5564000010490417,4.999999873689376e-05
19,3.7057387828826904,0.3878900110721588,2.5683000087738037,0.5608999729156494,4.999999873689376e-05
20,3.6886351108551025,0.39111000299453735,2.557981252670288,0.5619999766349792,4.999999873689376e-05
21,3.6740238666534424,0.39798998832702637,2.5538406372070312,0.5641999840736389,4.999999873689376e-05
22,3.6592650413513184,0.4014500081539154,2.543731212615967,0.5644000172615051,4.999999873689376e-05
23,3.6391563415527344,0.4059000015258789,2.5230000019073486,0.5687999725341797,4.999999873689376e-05
